,Salário,Idade,Profissão,Tamanho da Empresa,Cargo de Gestão,Experiência em DS,Tipo de Trabalho,Escolaridade,Área de Formação,Setor de Mercado,Brasil,Estado,Linguagem Python,Linguagem R,Linguagem SQL
149,3500.0,"[25,30]",Analista de BI,Pequena,não,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Santa Catarina (SC),1,1,1
150,1500.0,"[25,30]",,Média,não,Menos de 1 ano,Estagiário,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Educação,1,São Paulo (SP),0,1,0
151,5000.0,"[18,24]",Outras,,não,Não tenho experiência na área de dados,Outras,Estudante de Graduação,Outras Engenharias,Outras,1,Rio de Janeiro (RJ),0,0,0
152,5000.0,"[31,40]",Desenvolvedor/Engenheiro de Software,Média,não,de 6 a 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),0,0,1
153,3500.0,"[41,50]",Analista de Dados,Média,não,de 4 a 5 anos,Outras,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Internet/Ecommerce,1,Santa Catarina (SC),1,0,1
154,5000.0,"[25,30]",Cientista de Dados,Pequena,não,Menos de 1 ano,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,,1,1,1
155,,"[18,24]",,,,de 2 a 3 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,,1,São Paulo (SP),1,0,1
156,7000.0,"[18,24]",Cientista de Dados,,não,de 1 a 2 anos,Outras,Mestrado,Química / Física,Finanças ou Bancos,1,São Paulo (SP),1,0,1
157,,"[25,30]",,,,Menos de 1 ano,Outras,Estudante de Graduação,Outras Engenharias,,1,Paraná (PR),0,0,0
158,7000.0,"[25,30]",Cientista de Dados,,não,de 2 a 3 anos,Outras,Pós-graduação,Outras Engenharias,Finanças ou Bancos,1,São Paulo (SP),1,0,1
159,,"[31,40]",Outras,Grande,não,Não tenho experiência na área de dados,Outras,Estudante de Graduação,Outras,Varejo,1,Paraná (PR),0,0,0
160,,"[25,30]",,,,de 2 a 3 anos,Outras,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,,1,,0,1,0
161,5000.0,"[18,24]",Engenheiro de Dados,Média,não,Menos de 1 ano,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,São Paulo (SP),0,0,0
162,,"[18,24]",Analista de BI,Grande,não,de 1 a 2 anos,Estagiário,Graduação/Bacharelado,Outras Engenharias,Marketing,1,,0,0,0
163,,"[18,24]",,,,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,,1,São Paulo (SP),1,0,1
164,,"[18,24]",Outras,,não,de 4 a 5 anos,Outras,Estudante de Graduação,Marketing / Publicidade / Comunicação / Jornalismo,Outras,1,Rio de Janeiro (RJ),0,0,0
165,,"[25,30]",,Média,não,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Não tenho graduação formal,,,1,São Paulo (SP),0,0,0
166,5000.0,"[25,30]",Outras,,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Outras,1,Rio de Janeiro (RJ),0,0,0
167,1500.0,"[18,24]",Desenvolvedor/Engenheiro de Software,,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Rio de Janeiro (RJ),1,0,1
168,14000.0,"[31,40]",,Pequena,sim,de 2 a 3 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),0,0,0
169,3500.0,"[25,30]",Outras,Pequena,não,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Outras Engenharias,Finanças ou Bancos,1,São Paulo (SP),0,0,0
170,3500.0,"[25,30]",Engenheiro de Dados,Média,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Outras Engenharias,Educação,1,Minas Gerais (MG),1,0,1
171,,"[41,50]",,,,Não tenho experiência na área de dados,Outras,Pós-graduação,Outras Engenharias,,1,São Paulo (SP),0,0,0
172,,"[25,30]",,,,Não tenho experiência na área de dados,Outras,Estudante de Graduação,Outras Engenharias,,1,São Paulo (SP),0,0,0
173,18000.0,"[31,40]",,Média,sim,Mais de 10 anos,Empreendedor ou Empregado (CNPJ),Mestrado,Outras Engenharias,Indústria (Manufatura),1,Minas Gerais (MG),1,0,1
174,14000.0,"[31,40]",,Média,sim,Mais de 10 anos,Outras,Mestrado,Estatística/ Matemática / Matemática Computacional,Varejo,1,Rio de Janeiro (RJ),1,1,1
175,250000.0,"[41,50]",,Pequena,sim,Mais de 10 anos,Empreendedor ou Empregado (CNPJ),Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
176,1500.0,"[18,24]",Analista de BI,Pequena,não,Menos de 1 ano,Empreendedor ou Empregado (CNPJ),Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Internet/Ecommerce,1,São Paulo (SP),0,0,0
177,,"[18,24]",,,,de 4 a 5 anos,Outras,Graduação/Bacharelado,Economia/ Administração / Contabilidade / Finanças,,1,São Paulo (SP),1,0,1
178,3500.0,"[25,30]",Outras,,não,de 6 a 10 anos,Outras,Graduação/Bacharelado,Outras Engenharias,Agronegócios,1,Paraná (PR),1,0,0
179,,"[31,40]",,,,Não tenho experiência na área de dados,Outras,Não tenho graduação formal,,,1,Rio Grande do Sul (RS),1,1,1
180,7000.0,"[25,30]",Analista de Dados,,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Marketing / Publicidade / Comunicação / Jornalismo,Varejo,1,Rio de Janeiro (RJ),0,0,0
181,5000.0,"[31,40]",Analista de BI,Grande,não,de 2 a 3 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Indústria (Manufatura),1,,0,0,1
182,,"[31,40]",,,,Menos de 1 ano,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,,1,,1,1,1
183,,"[25,30]",,,,de 4 a 5 anos,Outras,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,,1,Rio de Janeiro (RJ),0,1,1
184,5000.0,"[41,50]",Desenvolvedor/Engenheiro de Software,Pequena,não,de 6 a 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Santa Catarina (SC),0,0,0
185,5000.0,"[25,30]",Cientista de Dados,Pequena,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Outras Engenharias,Tecnologia/Fábrica de Software,1,Rio de Janeiro (RJ),1,0,1
186,,"[41,50]",,,,Não tenho experiência na área de dados,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,São Paulo (SP),0,0,0
187,3500.0,"[25,30]",Cientista de Dados,Pequena,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Tecnologia/Fábrica de Software,1,Rio de Janeiro (RJ),1,1,0
188,1000.0,"[41,50]",Analista de Dados,Pequena,não,de 1 a 2 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,1
189,,"[25,30]",Cientista de Dados,Pequena,não,Menos de 1 ano,Estagiário,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Rio Grande do Sul (RS),1,0,0
190,5000.0,"[31,40]",Outras,Média,não,de 6 a 10 anos,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
191,1500.0,"[18,24]",Outras,Pequena,não,Menos de 1 ano,Outras,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
192,,"[25,30]",,,,de 1 a 2 anos,Outras,Doutorado ou Phd,Química / Física,,1,Rio de Janeiro (RJ),1,0,0
193,5000.0,"[41,50]",Analista de BI,,não,Mais de 10 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Telecomunicação,1,Minas Gerais (MG),0,0,0
194,3500.0,"[31,40]",Engenheiro de Dados,,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,São Paulo (SP),0,0,0
195,1500.0,"[25,30]",Outras,Média,não,Menos de 1 ano,Outras,Pós-graduação,Outras,Setor Público,1,,1,0,1
196,5000.0,"[25,30]",Analista de BI,,não,Menos de 1 ano,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Varejo,1,Rio de Janeiro (RJ),1,0,0
197,,"[31,40]",,,,Menos de 1 ano,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,,0,0,1
198,1000.0,"[31,40]",Analista de Dados,Grande,não,Mais de 10 anos,Outras,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,1,São Paulo (SP),0,0,1
199,3500.0,"[25,30]",Outras,,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Outras Engenharias,Agronegócios,1,,0,0,0
200,,"[25,30]",,,,de 2 a 3 anos,Outras,Mestrado,Economia/ Administração / Contabilidade / Finanças,,1,Minas Gerais (MG),1,1,1
201,,"[25,30]",Analista de BI,Pequena,não,Menos de 1 ano,Estagiário,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Outras,1,Paraná (PR),0,0,0
202,3500.0,"[31,40]",,Média,sim,de 6 a 10 anos,Outras,Graduação/Bacharelado,Outras Engenharias,Indústria (Manufatura),1,Minas Gerais (MG),0,0,0
203,7000.0,"[25,30]",Engenheiro de Dados,Média,não,de 6 a 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,Santa Catarina (SC),0,0,1
204,5000.0,"[25,30]",Cientista de Dados,,não,Menos de 1 ano,Outras,Mestrado,Outras Engenharias,Outras,1,Rio de Janeiro (RJ),1,0,1
205,1000.0,"[41,50]",Engenheiro de Dados,Grande,não,de 2 a 3 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,1,Rio de Janeiro (RJ),1,0,1
206,,"[25,30]",,,,de 6 a 10 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,,1,Santa Catarina (SC),1,0,1
207,7000.0,"[25,30]",Engenheiro de Dados,Média,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,0
208,,"[25,30]",Analista de Dados,Pequena,não,de 4 a 5 anos,Outras,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Outras,1,,0,0,0
209,3500.0,"[25,30]",Analista de Dados,Grande,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Finanças ou Bancos,1,Minas Gerais (MG),1,0,1
210,5000.0,"[25,30]",Outras,Média,não,Não tenho experiência na área de dados,Outras,Pós-graduação,Outras Engenharias,Setor Automotivo,1,São Paulo (SP),0,0,0
211,3500.0,"[31,40]",Analista de Dados,Média,não,de 4 a 5 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Setor Automotivo,1,São Paulo (SP),0,0,0
212,5000.0,"[25,30]",Analista de Dados,Média,não,Menos de 1 ano,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Indústria (Manufatura),1,São Paulo (SP),1,0,1
213,1500.0,"[25,30]",Outras,Grande,não,Menos de 1 ano,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
214,7000.0,"[31,40]",Analista de Dados,,não,de 6 a 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Telecomunicação,1,São Paulo (SP),0,0,1
215,5000.0,"[31,40]",Outras,Média,não,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Outras,Tecnologia/Fábrica de Software,1,,0,0,0
216,250000.0,"[31,40]",,Média,sim,de 6 a 10 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Marketing,1,Minas Gerais (MG),0,0,0
217,,"[18,24]",Desenvolvedor/Engenheiro de Software,Pequena,não,Menos de 1 ano,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Espírito Santo (ES),0,0,0
218,1000.0,"[31,40]",,,sim,Mais de 10 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Setor Público,1,,1,1,1
219,7000.0,"[25,30]",Analista de Negócios,,não,de 2 a 3 anos,Outras,Graduação/Bacharelado,Outras Engenharias,Setor Alimentício,1,São Paulo (SP),0,0,0
220,1000.0,"[31,40]",Outras,,não,Não tenho experiência na área de dados,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Rio de Janeiro (RJ),0,0,0
221,5000.0,"[31,40]",Desenvolvedor/Engenheiro de Software,Pequena,não,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
222,1000.0,"[31,40]",Analista de BI,,não,Mais de 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Telecomunicação,1,São Paulo (SP),0,0,0
223,5000.0,"[31,40]",Analista de Negócios,,não,Menos de 1 ano,Outras,Pós-graduação,Marketing / Publicidade / Comunicação / Jornalismo,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
224,5000.0,"[41,50]",Cientista de Dados,Pequena,não,Mais de 10 anos,Empreendedor ou Empregado (CNPJ),Doutorado ou Phd,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Rio de Janeiro (RJ),1,0,1
225,5000.0,"[25,30]",Analista de Dados,Média,não,de 1 a 2 anos,Outras,Pós-graduação,Outras Engenharias,Outras,1,São Paulo (SP),1,0,1
226,5000.0,"[25,30]",Analista de Negócios,Média,não,de 1 a 2 anos,Outras,Mestrado,Economia/ Administração / Contabilidade / Finanças,Setor Público,1,,0,0,0
227,1000.0,"[41,50]",,Pequena,sim,de 2 a 3 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),1,1,1
228,,"[18,24]",Analista de BI,,não,de 1 a 2 anos,Outras,Pós-graduação,Estatística/ Matemática / Matemática Computacional,Setor Alimentício,1,,0,1,0
229,7000.0,"[31,40]",Cientista de Dados,Pequena,não,de 2 a 3 anos,Outras,Mestrado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,0,0
230,1000.0,"[31,40]",,Pequena,sim,de 4 a 5 anos,Empreendedor ou Empregado (CNPJ),Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Marketing,1,Rio de Janeiro (RJ),0,0,0
231,,"[25,30]",,,,de 2 a 3 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,,1,1,0
232,,"[18,24]",,,,Menos de 1 ano,Outras,Estudante de Graduação,Outras Engenharias,,1,Minas Gerais (MG),0,0,0
233,,"[18,24]",,,,Menos de 1 ano,Outras,Estudante de Graduação,Outras Engenharias,,1,,1,1,0
234,14000.0,"[31,40]",,Pequena,sim,de 4 a 5 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),1,0,1
235,1000.0,"[31,40]",Outras,,não,Não tenho experiência na área de dados,Outras,Pós-graduação,Outras,Telecomunicação,1,São Paulo (SP),0,0,0
236,3500.0,"[31,40]",Engenheiro de Dados,Grande,não,de 1 a 2 anos,Outras,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Outras,1,São Paulo (SP),1,1,1
237,1500.0,"[18,24]",Outras,Grande,não,de 1 a 2 anos,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Varejo,1,,1,0,0
238,,"[18,24]",Outras,Pequena,não,Não tenho experiência na área de dados,Estagiário,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,Marketing,1,Minas Gerais (MG),0,0,0
239,,"[25,30]",,,,de 1 a 2 anos,Outras,Mestrado,Estatística/ Matemática / Matemática Computacional,,1,São Paulo (SP),1,0,0
240,7000.0,"[41,50]",,Pequena,sim,Mais de 10 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Paraná (PR),1,0,1
241,,"[18,24]",,,,Não tenho experiência na área de dados,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,Espírito Santo (ES),0,0,0
242,7000.0,"[31,40]",Outras,,não,Não tenho experiência na área de dados,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Setor Automotivo,1,São Paulo (SP),0,0,0
243,1000.0,"[31,40]",Analista de Dados,Grande,não,de 4 a 5 anos,Outras,Pós-graduação,Economia/ Administração / Contabilidade / Finanças,Finanças ou Bancos,1,São Paulo (SP),0,0,0
244,1000.0,"[41,50]",Analista de Negócios,Pequena,não,Mais de 10 anos,Outras,Mestrado,Outras Engenharias,Tecnologia/Fábrica de Software,1,Rio Grande do Sul (RS),1,0,0
245,,"[18,24]",,,,Não tenho experiência na área de dados,Outras,Estudante de Graduação,Computação / Engenharia de Software / Sistemas de Informação,,1,São Paulo (SP),0,0,0
246,,"[31,40]",,,,de 1 a 2 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,,1,,1,1,1
247,18000.0,"[25,30]",Engenheiro de Dados,Média,não,de 4 a 5 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Internet/Ecommerce,0,,0,0,0
248,1000.0,"[41,50]",,Média,sim,de 2 a 3 anos,Empreendedor ou Empregado (CNPJ),Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,1,1
249,3500.0,"[18,24]",Cientista de Dados,Pequena,não,de 1 a 2 anos,Outras,Graduação/Bacharelado,Estatística/ Matemática / Matemática Computacional,Tecnologia/Fábrica de Software,1,São Paulo (SP),1,1,1
250,3500.0,"[25,30]",Desenvolvedor/Engenheiro de Software,Média,não,de 6 a 10 anos,Outras,Graduação/Bacharelado,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,São Paulo (SP),0,0,0
251,1500.0,"[18,24]",Cientista de Dados,Pequena,não,de 2 a 3 anos,Estagiário,Estudante de Graduação,Estatística/ Matemática / Matemática Computacional,Tecnologia/Fábrica de Software,1,Minas Gerais (MG),1,1,1
252,,"[25,30]",Desenvolvedor/Engenheiro de Software,Média,não,Menos de 1 ano,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,Paraná (PR),0,0,0
253,7000.0,"[18,24]",Engenheiro de Dados,,não,de 4 a 5 anos,Outras,Pós-graduação,Computação / Engenharia de Software / Sistemas de Informação,Tecnologia/Fábrica de Software,1,,1,1,1
